va	rva	file_off	encoding	text
0x659fb0	0x259fb0	0x259fb0	utf16le	譕櫬樀栀
0x659fde	0x259fde	0x259fde	utf16le	璀Ｃ谕斷
0x65a00e	0x25a00e	0x25a00e	utf16le	疀Ｃ谕斷
0x65a694	0x25a694	0x25a694	utf16le	阘ￚ幟腛
0x65a754	0x25a754	0x25a754	utf16le	嗨ￛ幟腛
0x65a814	0x25a814	0x25a814	utf16le	緈ￛ幟腛
0x65a8d4	0x25a8d4	0x25a8d4	utf16le	鵨ￜ幟腛
0x65a9f5	0x25a9f5	0x25a9f5	ascii	@SVW
0x65aa15	0x25aa15	0x25aa15	ascii	@SVW
0x65aa35	0x25aa35	0x25aa35	ascii	@SVW
0x65b000	0x25b000	0x25b000	utf16le	鶖4鵴4鍤4鍐4鍀4錮4錜4錊4鋺4鋬4鋚4鋊4銶4銨4銘4銀4鉮4鉘4鉄4鈴4鈦4鈒4鶆4
0x65b060	0x25b060	0x25b060	utf16le	褘4褪4褺4襈4襔4襦4襰4覄4覔4覢4覴4览4觜4觰4訂4訔4訞4訨4訲4訾4詊4詖4詢4詰4誈4誎4誚4誢4説4課4誼4諊4論4諢4諬4諶4謄4謐4謜4謨4謸4譄4譜4譬4譼4讎4讦4讶4诌4详4谀4谊4谚4谪4谶4豐4豤4豲4貆4貚4貦4貲4貼4賌4賘4賢4賬4賶4贂4贎4贠4贰4赆4赚4赨4赶4趂4趜4趲4趾4跊4跘4跢4跮4跼4踌4踖4踦4踺4褆4蹔4蹢4蹴4躄4躐4躚4躦4躶4軂4軔4軞4軲4輄4輘4輰4輾4轒4轨4轼4辒4辤4辸4迊4连4迮4退4途4逤4逰4逺4遊4遢4遺4邌4邔4邦4邲4郀4郖4郦4郴4鄆4鄚4鄰4酀4酐4酠4酶4裶4裨4裘4裈4蟨4袲4袦4袖4袈4衼4衰4衤4衖4衈4蠸4蠦4蠖4虔4虬4虼4蚌4蟔4螸4螤4螌4蝼4蝬4蝒4蝀4蜬4蜘4蜀4蛰4蛖4蒀4蒐4蒜4蒬4蒺4蓈4蓘4蓦4蓴4蔆4蔖4蔬4蕀4蕎4蕞4蕰4薂4薒4薞4薲4藂4藖4藪4蘀4蘖4蘰4虆4蚤4蹈4蚼4蠀4
0x65b390	0x25b390	0x25b390	utf16le	爬4爸4牆4牐4牤4牴4犈4犚4犬4狂4狎4狠4狺4猒4猞4爞4獆4獒4獠4獸4玌4玜4玪4玺4珊4珚4珲4琀4琒4琠4琺4瑐4瑢4瑶4爄4燴4燢4鳐4鳂4燌4熼4熦4熐4熀4煮4煔4煄4焪4焐4烸4烞4烌4為4炦4炎4灼4灪4灞4灒4灈4瀺4瀬4瀞4瀎4濾4濨4濘4濂4澴4澤4澒4澀4潴4潦4潘4潈4漶4漤4漘4漈4滼4滪4滚4滀4溴4溦4溎4湶4湦4湔4游4渨4渘4済4淶4淪4淜4淌4涺4涨4涘4涄4浲4浠4浆4洪4洖4洂4泴4泠4泌4沲4沠4沄4汰4池4汌4永4氠4氌4毸4毦4毘4毂4殮4殠4殎4歰4止4歊4欲4欚4欀4櫢4櫄4檨4檘4檂4橲4橞4樾4横4樘4樆4槨4槖4榾4榨4榒4楸4楤4楐4椸4椠4椆4森4棘4梼4械4梢4梔4梊4桾4桤4桖4桂4栨4栘4栌4柾4柬4柠4柂4枲4枠4枈4杴4杤4李4杀4本4朘4朄4更4曬4曘4曄4暴4暘4智4晪4晐4晀4昦4昈4旸4无4旊4斲4斚4敾4敮4敚4放4攬4攜4攊4擺4擨4擒4撾4撠4撒4撂4摶4摦4摔4摆4携4搬4搞4搎4揾4揨4揘4揆4掰4掜4掄4捦4捊4挼4挮4挖4挄4拮4拘4拈4抸4抦4抖4抆4扰4扤4托4扌4戸4戤4戎4戂4懰4懞4懄4憮4憘4憊4慰4献4
0x65b7ee	0x25b7ee	0x25b7ee	utf16le	耀h耀q耀
0x65b7fa	0x25b7fa	0x25b7fa	utf16le	耀%耀$耀
0x65b81a	0x25b81a	0x25b81a	utf16le	耀'耀&耀
0x65b82a	0x25b82a	0x25b82a	utf16le	耀^耀r耀
0x65b858	0x25b858	0x25b858	utf16le	鏶4鎔4鎬4鏂4鏒4鏤4鐆4鐔4鎆4
0x65b880	0x25b880	0x25b880	utf16le	鑜4鑴4钊4钢4钰4鑈4鐲4
0x65b8a0	0x25b8a0	0x25b8a0	utf16le	茐4苴4苨4苖4苈4芶4芤4芎4艶4艊4舾4舰4舞4舊4臶4臠4臊4膸4膨4膚4膈4腺4腮4腠4腈4脺4脮4脞4脊4胾4胰4胤4胖4胊4肾4肪4肚4肆4聺4聜4聐4耾4耰4耢4耐4翼4翪4翔4翂4羲4羠4羐4罼4罪4罌4缾4缨4编4综4绪4绘4终4纶4纠4纒4纂4繶4繠4織4繂4縬4縠4縌4緼4緬4緜4緐4綼4綪4綔4綆4絮4絜4経4紼4紨4紖4紆4糶4糪4糔4茬4粶4粨4粖4粄4籴4籢4籒4籄4簴4簜4簆4篺4篬4篠4篒4箼4箪4箘4箈4筸4筨4筘4笾4笤4笎4竸4竢4竖4竊4窼4窮4窠4窊4究4穜4穌4稶4稞4稐4秾4秲4秦4秜4秆4禺4禪4禚4禌4祲4祚4祊4礶4礠4礆4磴4磞4磐4碼4碰4碢4碔4璘4璦4璴4鵘4鵆4鴸4鴤4鴔4碂4硰4硢4硎4砼4砬4砘4砎4矼4矪4矜4矌4瞼4瞪4瞚4瞊4睺4睮4睠4睘4睌4荀4荎4荨4荺4莊4莜4莴4菊4菞4菬4萄4萖4萪4萺4葘4葦4糈4鴈4鳺4鳰4鳤4瓂4瓐4瓠4瓮4甂4甒4甞4甪4甸4畊4畘4畬4疀4疎4疞4疬4疺4痌4痜4痪4痾4瘈4瘖4瘦4瘲4癀4癊4癔4癢4癲4的4皐4皜4皴4盄4盔4盨4相4眈4眚4眬4眾4艞4
0x65bc84	0x25bc84	0x25bc84	utf16le	鲜4鲆4鱴4
0x65bc94	0x25bc94	0x25bc94	utf16le	釪4釔4釄4釺4
0x65bcae	0x25bcae	0x25bcae	utf16le	耀鬈4髺4
0x65bcba	0x25bcba	0x25bcba	utf16le	耀髮4高4
0x65bcce	0x25bcce	0x25bcce	utf16le	耀\r耀\n耀
0x65bcde	0x25bcde	0x25bcde	utf16le	耀髎4髄4骶4
0x65bd12	0x25bd12	0x25bd12	utf16le	耀4耀9耀
0x65bd28	0x25bd28	0x25bd28	utf16le	醦4醒4
0x65bd34	0x25bd34	0x25bd34	utf16le	鱊4鰰4鰒4鯶4鯠4鯊4鮸4鮤4鮈4魰4魜4魐4魄4鬲4鬠4
0x65bd7c	0x25bd7c	0x25bd7c	utf16le	镞4镎4锸4锨4锘4雘4铴4铜4镲4韚4雴4霎4霦4霼4靔4靦4靺4鞎4鞨4鞼4閈4骆4驮4驞4驄4騪4騒4駶4駜4駆4馴4馦4馎4饼4饤4饊4餺4館4餘4餄4飨4閘4閪4閼4闎4闢4闲4阄4阜4阮4陀4陖4陪4陼4隆4隚4韌4风4飄4颺4颮4隸4题4预4鷖4鷀4鶨4顪4顒4頾4頦4頔4頀4韮4锈4
0x65bed0	0x25bed0	0x25bed0	utf16le	驐e鹀e鹠e
0x65beea	0x25beea	0x25beea	utf16le	e魀e鰰e鱠e鲀e鲠e鳀e鳠e鴀e鴠e鵀e鵠e鶀e鶠e鷀e鷠e鸀e麀e
0x65bfae	0x25bfae	0x25bfae	utf16le	e虰e蚠e蛠e蜰e螀e蟐e蠠e衰e
0x65bfec	0x25bfec	0x25bfec	utf16le	議e趀e逰e門e
0x65c000	0x25c000	0x25c000	utf16le	駀e駰e騠e驠e骀e骠e髀e髠e鬀e鬠e魠e魰e鮐e鮰e鯠e鸠e麠e麰e黐e黰e鼐e鼰e齐e齰e龐e龰e鿐e
0x65c0e4	0x25c0e4	0x25c0e4	utf16le	镀2镀2
0x65c0f4	0x25c0f4	0x25c0f4	ascii	bad allocation
0x65c104	0x25c104	0x25c104	ascii	Invalid DateTimeSpan
0x65c11c	0x25c11c	0x25c11c	ascii	Invalid DateTime
0x65c378	0x25c378	0x25c378	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlalloc.h
0x65c418	0x25c418	0x25c418	utf16le	lpa != 0
0x65c430	0x25c430	0x25c430	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlconv.h
0x65c4cc	0x25c4cc	0x25c4cc	utf16le	lpw != 0
0x65c4e0	0x25c4e0	0x25c4e0	ascii	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlexcept.h
0x65c530	0x25c530	0x25c530	ascii	AtlThrow: hr = 0x%x\n
0x65c548	0x25c548	0x25c548	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x65c5e4	0x25c5e4	0x25c5e4	utf16le	__atl_condVal
0x65c604	0x25c604	0x25c604	ascii	%02x
0x65c60c	0x25c60c	0x25c60c	ascii	%d|%d|%d|%d.%d|%d.%d|%s.%s
0x65c634	0x25c634	0x25c634	utf16le	ITERATOR LIST CORRUPTED!
0x65c668	0x25c668	0x25c668	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xutility
0x65c6f8	0x25c6f8	0x25c6f8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\atlsimpstr.h
0x65c798	0x25c798	0x25c798	utf16le	nRefs != 0
0x65c7b0	0x25c7b0	0x25c7b0	utf16le	(iChar >= 0) && (iChar <= GetLength())
0x65c800	0x25c800	0x25c800	utf16le	"(""_Pos < size()"", 0)"
0x65c82c	0x25c82c	0x25c82c	utf16le	"""out of range"""
0x65c850	0x25c850	0x25c850	utf16le	std::vector<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::operator []
0x65c9f8	0x25c9f8	0x25c9f8	utf16le	"(""Standard C++ Libraries Out of Range"", 0)"
0x65ca50	0x25ca50	0x25ca50	utf16le	vector subscript out of range
0x65ca90	0x25ca90	0x25ca90	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\vector
0x65cb18	0x25cb18	0x25cb18	utf16le	vector erase iterator outside range
0x65cb60	0x25cb60	0x25cb60	ascii	c:\program files (x86)\microsoft visual studio 8\vc\include\xdebug
0x65cba4	0x25cba4	0x25cba4	utf16le	閄r抰@
0x65cbae	0x25cbae	0x25cbae	utf16le	Nstd::vector<int,class std::allocator<int> >::operator []
0x65cc24	0x25cc24	0x25cc24	utf16le	m_p == 0
0x65cc38	0x25cc38	0x25cc38	ascii	c:\program files (x86)\microsoft visual studio 8\vc\atlmfc\include\cstringt.h
0x65cc88	0x25cc88	0x25cc88	ascii	Warning: implicit LoadString(%u) failed\n
0x65ccb4	0x25ccb4	0x25ccb4	utf16le	nNewLength >= 0
0x65ccd8	0x25ccd8	0x25ccd8	utf16le	nLength <= GetData()->nAllocLength
0x65cd20	0x25cd20	0x25cd20	utf16le	nLength >= 0
0x65cd40	0x25cd40	0x25cd40	ascii	lock_error
0x65cd4c	0x25cd4c	0x25cd4c	ascii	 info:
0x65cd54	0x25cd54	0x25cd54	ascii	__LINE__
0x65cd60	0x25cd60	0x25cd60	ascii	 line:
0x65cd68	0x25cd68	0x25cd68	ascii	c:\7f\src\game_component_red\include\thread\lock.h
0x65cd9c	0x25cd9c	0x25cd9c	ascii	file:
0x65cda4	0x25cda4	0x25cda4	utf16le	阄r蘰@蓰@隌r蕀@蓰@
0x65cdc0	0x25cdc0	0x25cdc0	utf16le	nRefs > 0
0x65cdd8	0x25cdd8	0x25cdd8	utf16le	vector insert iterator outside range
0x65ce24	0x25ce24	0x25ce24	ascii	vector<T> too long
0x65ce4e	0x25ce4e	0x25ce4e	utf16le	"@""invalid argument"""
0x65ce78	0x25ce78	0x25ce78	utf16le	std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::_Vector_const_iterator
0x65d058	0x25d058	0x25d058	utf16le	"(""_Pvector == NULL || (((_Myvec *)_Pvector)->_Myfirst <= _Ptr && _Ptr <= ((_Myvec *)_Pvector)->_Mylast)"", 0)"
0x65d138	0x25d138	0x25d138	utf16le	"(""_Myptr + _Off <= ((_Myvec *)(this->_Mycont))->_Mylast && _Myptr + _Off >= ((_Myvec *)(this->_Mycont))->_Myfirst"", 0)"
0x65d228	0x25d228	0x25d228	utf16le	std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::operator +=
0x65d3f0	0x25d3f0	0x25d3f0	utf16le	"(""this->_Mycont != NULL"", 0)"
0x65d430	0x25d430	0x25d430	utf16le	pOldData->nAllocLength < nLength
0x65d478	0x25d478	0x25d478	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\xstring
0x65d500	0x25d500	0x25d500	utf16le	std::_Vector_const_iterator<int,class std::allocator<int> >::_Vector_const_iterator
0x65d5a8	0x25d5a8	0x25d5a8	utf16le	std::_Vector_const_iterator<int,class std::allocator<int> >::_Compat
0x65d638	0x25d638	0x25d638	utf16le	"(""Standard C++ Libraries Invalid Argument"", 0)"
0x65d698	0x25d698	0x25d698	utf16le	vector iterators incompatible
0x65d6d8	0x25d6d8	0x25d6d8	utf16le	std::_Vector_const_iterator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > >,class std::allocator<class ATL::CStringT<char,class StrTraitMFC<char,class ATL::ChTraitsCRT<char> > > > >::_Compat
0x65d898	0x25d898	0x25d898	utf16le	std::_Vector_const_iterator<int,class std::allocator<int> >::operator +=
0x65d92c	0x25d92c	0x25d92c	utf16le	AtlIsValidString( pszFormat )
0x65d968	0x25d968	0x25d968	utf16le	invalid null pointer
0x65d994	0x25d994	0x25d994	utf16le	invalid iterator range
0x65d9c8	0x25d9c8	0x25d9c8	utf16le	c:\program files (x86)\microsoft visual studio 8\vc\include\memory
0x65da58	0x25da58	0x25da58	ascii	CExplorer1
0x65db0a	0x25db0a	0x25db0a	utf16le	U俀V俠V
0x65db7e	0x25db7e	0x25db7e	utf16le	U暐U暠U曀U
0x65dbaa	0x25dbaa	0x25dbaa	utf16le	V唰V墰V夐V偐V傀V
0x65dbd0	0x25dbd0	0x25dbd0	ascii	CFrmNetMsg
0x65dc52	0x25dc52	0x25dc52	utf16le	@郐V嘰W噐W
0x65dcd2	0x25dcd2	0x25dcd2	utf16le	U俀V俠V
0x65dd4a	0x25dd4a	0x25dd4a	utf16le	@暠U曀U
0x65dd6e	0x25dd6e	0x25dd6e	utf16le	V呰W唰V墰V夐V
0x65dd9a	0x25dd9a	0x25dd9a	utf16le	W勰W勠W台W呐W兀W
0x65ddb0	0x25ddb0	0x25ddb0	ascii	CFrmRoom
0x65ddf0	0x25ddf0	0x25ddf0	ascii	SPARE
0x65df8a	0x25df8a	0x25df8a	utf16le	@郐V嘰W噐W
0x65e00a	0x25e00a	0x25e00a	utf16le	U俀V俠V
0x65e082	0x25e082	0x25e082	utf16le	@暠U曀U
0x65e0a6	0x25e0a6	0x25e0a6	utf16le	V呰W唰V墰V夐V
0x65e0d2	0x25e0d2	0x25e0d2	utf16le	Wｰ@勠W台W呐W兀W
0x65e114	0x25e114	0x25e114	ascii	PLAYER_NUM
0x65e120	0x25e120	0x25e120	utf16le	std::vector<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::operator []
0x65e2ec	0x25e2ec	0x25e2ec	ascii	CInit
0x65e352	0x25e352	0x25e352	utf16le	A郐V嘰W噐W
0x65e3d2	0x25e3d2	0x25e3d2	utf16le	U俀V俠V
0x65e44a	0x25e44a	0x25e44a	utf16le	A暠U曀U
0x65e46e	0x25e46e	0x25e46e	utf16le	V呰W唰V墰V夐V
0x65e4b0	0x25e4b0	0x25e4b0	ascii	" %s	%s"
0x65e4bc	0x25e4bc	0x25e4bc	ascii	%s.log
0x65e4e8	0x25e4e8	0x25e4e8	utf16le	駈r妐Y
0x65e4f2	0x25e4f2	0x25e4f2	utf16le	A郐V喠Y嘰Y
0x65e56e	0x25e56e	0x25e56e	utf16le	Y慀Y慐Y慠Y殀Y櫠Y
0x65e586	0x25e586	0x25e586	utf16le	Y檰Y漐Y榠Y沐Y儠Y冐Y刀Y
0x65e5ac	0x25e5ac	0x25e5ac	ascii	CHINESELONG
0x65e7ce	0x25e7ce	0x25e7ce	utf16le	e汃敩瑮慐桴
0x65e7d0	0x25e7d0	0x25e7d0	ascii	ClientPath
0x65e7e0	0x25e7e0	0x25e7e0	utf16le	骜r妰W
0x65e7ea	0x25e7ea	0x25e7ea	utf16le	A郐V嘰W噐W
0x65e86a	0x25e86a	0x25e86a	utf16le	U俀V俠V
0x65e8e2	0x25e8e2	0x25e8e2	utf16le	A暠U曀U岠A
0x65e906	0x25e906	0x25e906	utf16le	V呰W唰V墰V夐V
0x65e936	0x25e936	0x25e936	utf16le	A勠W台W呐W兀W畡潴瑳牡杴浡e
0x65e948	0x25e948	0x25e948	ascii	autostartgame
0x65e958	0x25e958	0x25e958	ascii	%s\%s
0x65e960	0x25e960	0x25e960	ascii	mapName
0x65e960	0x25e960	0x25e960	utf16le	慭买浡e敓癲牥牐瑯
0x65e968	0x25e968	0x25e968	ascii	ServerProt
0x65e974	0x25e974	0x25e974	ascii	ServerIP
0x65e980	0x25e980	0x25e980	ascii	UserAccount
0x65e980	0x25e980	0x25e980	utf16le	獕牥捁潣湵t畁潴潌湧
0x65e98c	0x25e98c	0x25e98c	ascii	AutoLogn
0x65e998	0x25e998	0x25e998	ascii	autologin
0x65e998	0x25e998	0x25e998	utf16le	畡潴潬楧n
0x65e9b8	0x25e9b8	0x25e9b8	ascii	7fgame
0x65e9ca	0x25e9ca	0x25e9ca	ascii	 (v%s)
0x65e9dc	0x25e9dc	0x25e9dc	utf16le	乐G慭屰慳杮潵獜湡畧彯業楮慭
0x65e9e0	0x25e9e0	0x25e9e0	ascii	map\sanguo\sanguo_minimap.bmp
0x65ea00	0x25ea00	0x25ea00	ascii	map\sanguo\sanguo_%s.bmp
0x65ea1c	0x25ea1c	0x25ea1c	ascii	minimap
0x65ea1c	0x25ea1c	0x25ea1c	utf16le	業楮慭p慭
0x65ea24	0x25ea24	0x25ea24	ascii	map/sanguo/sanguo_minimap.bmp
0x65ea44	0x25ea44	0x25ea44	ascii	gameDir = 0
0x65ea54	0x25ea54	0x25ea54	ascii	DefaultSeting
0x65ea54	0x25ea54	0x25ea54	utf16le	敄慦汵却瑥湩g
0x65ea64	0x25ea64	0x25ea64	ascii	gameDir
0x65ea64	0x25ea64	0x25ea64	utf16le	慧敭楄r
0x65ea6c	0x25ea6c	0x25ea6c	ascii	DEFAULT_STRING_VALUE
0x65ea88	0x25ea88	0x25ea88	ascii	1946
0x65ea90	0x25ea90	0x25ea90	ascii	7fgame_game_client_login
0x65eaac	0x25eaac	0x25eaac	ascii	login.ini
0x65eb04	0x25eb04	0x25eb04	ascii	!Login
0x65eb0c	0x25eb0c	0x25eb0c	ascii	%d %d %s\n
0x65eb18	0x25eb18	0x25eb18	ascii	map%d
0x65eb20	0x25eb20	0x25eb20	ascii	MapPath
0x65eb20	0x25eb20	0x25eb20	utf16le	慍偰瑡h潃湵t
0x65eb28	0x25eb28	0x25eb28	ascii	Count
0x65eb30	0x25eb30	0x25eb30	utf16le	c:\7f\src\login\client_red_tm\source\logindlg.cpp
0x65eb94	0x25eb94	0x25eb94	utf16le	鮐r堐A
0x65ebbc	0x25ebbc	0x25ebbc	ascii	%s \n 
0x65ebd0	0x25ebd0	0x25ebd0	ascii	game.exe
0x65ebdc	0x25ebdc	0x25ebdc	ascii	core\game.exe
0x65ec10	0x25ec10	0x25ec10	ascii	INFORMATION
0x65ec34	0x25ec34	0x25ec34	ascii	Error
0x65ec48	0x25ec48	0x25ec48	ascii	! \n ErrorCode: %d \n%s
0x65ec6c	0x25ec6c	0x25ec6c	ascii	! \n ErrorCode: %d
0x65ec95	0x25ec95	0x25ec95	ascii	 \n%s
0x65ec9c	0x25ec9c	0x25ec9c	ascii	%s/%s  %s  /addfrm=%d
0x65ecb4	0x25ecb4	0x25ecb4	ascii	"/video=""%s"""
0x65ecc0	0x25ecc0	0x25ecc0	ascii	.7fr
0x65ecc8	0x25ecc8	0x25ecc8	ascii	Open db File
0x65ecd8	0x25ecd8	0x25ecd8	ascii	video Files
0x65ece4	0x25ece4	0x25ece4	ascii	*.7fr
0x65ecea	0x25ecea	0x25ecea	ascii	All Files
0x65ed00	0x25ed00	0x25ed00	ascii	%s\%s_minimap.bmp
0x65ed14	0x25ed14	0x25ed14	ascii	bar%d_name
0x65ed20	0x25ed20	0x25ed20	ascii	bar%d_select_type
0x65ed24	0x25ed24	0x25ed24	utf16le	彤敳敬瑣瑟灹e
0x65ed34	0x25ed34	0x25ed34	ascii	bar%d_player_id
0x65ed38	0x25ed38	0x25ed38	utf16le	彤汰祡牥楟d楳敤弲慮敭
0x65ed44	0x25ed44	0x25ed44	ascii	side2_name
0x65ed50	0x25ed50	0x25ed50	ascii	side1_name
0x65ed5c	0x25ed5c	0x25ed5c	ascii	side2_num
0x65ed5c	0x25ed5c	0x25ed5c	utf16le	楳敤弲畮m
0x65ed68	0x25ed68	0x25ed68	ascii	side1_num
0x65ed68	0x25ed68	0x25ed68	utf16le	楳敤弱畮m
0x65ed74	0x25ed74	0x25ed74	ascii	SIDE_NUM
0x65ed80	0x25ed80	0x25ed80	ascii	player_mode%d_name
0x65ed94	0x25ed94	0x25ed94	ascii	PLAYER_MODE_NUM
0x65edca	0x25edca	0x25edca	ascii	\n %s
0x65edd4	0x25edd4	0x25edd4	utf16le	pszBuffer[nNewLength] == 0
0x65ee10	0x25ee10	0x25ee10	utf16le	std::vector<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator []
0x65eee8	0x25eee8	0x25eee8	utf16le	auto_ptr not dereferencable
0x65ef20	0x25ef20	0x25ef20	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::_Vector_const_iterator
0x65f030	0x25f030	0x25f030	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator *
0x65f128	0x25f128	0x25f128	utf16le	vector iterator not dereferencable
0x65f170	0x25f170	0x25f170	utf16le	"(""_Myptr < ((_Myvec *)(this->_Mycont))->_Mylast"", 0)"
0x65f1e0	0x25f1e0	0x25f1e0	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator ++
0x65f2d8	0x25f2d8	0x25f2d8	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::_Compat
0x65f3c8	0x25f3c8	0x25f3c8	utf16le	std::_Vector_const_iterator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Vector_const_iterator
0x65f5c8	0x25f5c8	0x25f5c8	utf16le	std::_Vector_const_iterator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::_Compat
0x65f7a8	0x25f7a8	0x25f7a8	utf16le	std::_Vector_const_iterator<struct session_info_get_host,class std::allocator<struct session_info_get_host> >::operator +=
0x65f8a0	0x25f8a0	0x25f8a0	utf16le	std::_Vector_const_iterator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> >,class std::allocator<class std::basic_string<char,struct std::char_traits<char>,class std::allocator<char> > > >::operator +=
0x65fa84	0x25fa84	0x25fa84	ascii	CLoginMain
0x65fb68	0x25fb68	0x25fb68	ascii	    
0x65fb94	0x25fb94	0x25fb94	ascii	                                \n\n    QQ
0x65fbc2	0x25fbc2	0x25fbc2	ascii	 736895281                                \n\n    
0x65fbfa	0x25fbfa	0x25fbfa	ascii	 www.7F555.com                                
0x65fc40	0x25fc40	0x25fc40	ascii	http://www.7f555.com/
0x65fd22	0x25fd22	0x25fd22	utf16le	A郐V嘰W噐W
0x65fda2	0x25fda2	0x25fda2	utf16le	U俀V俠V
0x65fe1a	0x25fe1a	0x25fe1a	utf16le	A暠U曀U
0x65fe3e	0x25fe3e	0x25fe3e	utf16le	V呰W唰V墰V夐V
0x65fe7a	0x25fe7a	0x25fe7a	utf16le	A兀W獰w潌楧n
0x65fe84	0x25fe84	0x25fe84	ascii	Login
0x65fe90	0x25fe90	0x25fe90	ascii	CMainDialog
0x6601aa	0x2601aa	0x2601aa	utf16le	A郐V嘰W噐W
0x66022a	0x26022a	0x26022a	utf16le	U俀V俠V
0x6602a2	0x2602a2	0x2602a2	utf16le	B暠U曀U
0x6602c6	0x2602c6	0x2602c6	utf16le	V呰W唰V墰V夐V
0x660302	0x260302	0x260302	utf16le	B兀W牤条湯
0x660308	0x260308	0x260308	ascii	dragon
0x660383	0x260383	0x260383	ascii	CMicrosoft Sans Serif
0x66039f	0x26039f	0x26039f	ascii	Cmap.o
0x6603a8	0x2603a8	0x2603a8	ascii	7fxx_dgtm
0x6603a8	0x2603a8	0x2603a8	utf16le	昷硸摟瑧m
0x6603b7	0x2603b7	0x2603b7	ascii	B%s\%s.exe
0x6603c4	0x2603c4	0x2603c4	ascii	c:\7f\src\login\client_red_tm\proj\maindialog.cpp
0x6603f8	0x2603f8	0x2603f8	ascii	OnFuncSelected:%d/n
0x66040a	0x26040a	0x26040a	utf16le	n楳杮敬挠楬正椠摮硥
0x66040c	0x26040c	0x26040c	ascii	single click index:%d data:%d
0x66042c	0x26042c	0x26042c	ascii	lanch map:%s\n
0x66043c	0x26043c	0x26043c	ascii	http://www.7f555.com/qq123.html
0x660456	0x260456	0x260456	utf16le	栮浴l瑨灴
0x66045c	0x26045c	0x26045c	ascii	http://sl0.70games.com/00/index.php/r144
0x660488	0x260488	0x260488	ascii	http://sl0.70games.com/00/release_info.html
0x6604a2	0x2604a2	0x2604a2	utf16le	敲敬獡彥湩潦栮浴l瑨灴
0x6604b4	0x2604b4	0x2604b4	ascii	http://sl0.70games.com/00/index.php/live
0x6604e0	0x2604e0	0x2604e0	utf16le	iStart >= 0
0x6604f8	0x2604f8	0x2604f8	utf16le	std::vector<struct MapInfo,class std::allocator<struct MapInfo> >::operator []
0x660598	0x260598	0x260598	utf16le	std::_Vector_const_iterator<struct MapInfo,class std::allocator<struct MapInfo> >::_Vector_const_iterator
0x660670	0x260670	0x260670	utf16le	std::_Vector_const_iterator<struct MapInfo,class std::allocator<struct MapInfo> >::_Compat
0x660740	0x260740	0x260740	ascii	MPFE
0x660748	0x260748	0x260748	ascii	MAPF
0x660750	0x260750	0x260750	ascii	PCFG
0x660758	0x260758	0x260758	ascii	CHNM
0x660760	0x260760	0x260760	ascii	TYPE
0x660768	0x260768	0x260768	ascii	decode lama failed
0x66077c	0x26077c	0x26077c	ascii	file size not match rm
0x660794	0x260794	0x260794	ascii	no more memory
0x6607a4	0x2607a4	0x2607a4	ascii	open file %s fail
0x6607ae	0x2607ae	0x2607ae	utf16le	猥映楡l
0x6607c0	0x2607c0	0x2607c0	ascii	%s\*.%s
0x6607cc	0x2607cc	0x2607cc	ascii	\map
0x6607d4	0x2607d4	0x2607d4	ascii	.map
0x6607dc	0x2607dc	0x2607dc	utf16le	AtlIsValidString( pszSub )
